0,1,2,3,4,5,6,7,8
-86.820502,40.046093,Pilot\, 110 Truck Parking Spots; #0247,765-361-9603,I-74 Exit 39; 4403 East SR 32,Crawfordsville,IN,47933,USA
-85.565895,40.112722,Pilot\, 35 Truck Parking Spots; #0028,765-378-3599,I-69 Exit 34; 15151 Commerce Rd,Daleville,IN,47334,USA
-85.573858,40.114781,Pilot\, 125 Truck Parking Spots; #0446,765-378-0246,I-69 Exit 34; 15876 West Commerce,Daleville,IN,47334,USA
-86.48743499999999,39.757816999999996,AMBEST\,  Circle K 2411,317-745-3127,260 S Road 200 E,Danville,IN,46122,USA
-87.2597,41.1456,TA\,  BP 133 Truck Parking Spots; #0241,219-987-7520,I-65 Exit 230; 11166 W. State Road 10,DeMotte,IN,46310,USA
-87.260817,41.143355,Love's\,  Propane; 120 Truck Parking Spots; #0394,219-987-2202,I-65 Exit 230; 11207 W State Road 10,Demotte,IN,46310,USA
-85.888806,41.665543,Love's\,  RV Dump; 85 Truck Parking Spots; #0729,574-389-1737,2201 CR 17,Elkhart,IN,46258,USA
-86.00428199999999,41.730207,AMBEST\,  Sunoco 7/11 - 40505 75 Truck Parking Spots,574-266-4080,I-80/90 MM 90 EB,Elkhart,IN,46514,USA
-86.021443,41.738039,AMBEST\,  Sunoco 7/11 - 40508 75 Truck Parking Spots,574-266-4503,I-80/90 MM 90 WB,Elkhart,IN,46514,USA
-85.198031,41.133276,AMBEST\,  Mac Food Mart Goshen Rd 6 Truck Parking Spots,260-740-3533,4136 W. Washington Center Rd,Fort Wayne,IN,46818,USA
-85.05163,41.069615999999996,AMBEST\,  Mac Food Mart Wayne Haven 6 Truck Parking Spots,260-493-2714,6925 SR 930 E,Fort Wayne,IN,46803,USA
-85.184203,41.118542,Pilot\, 260 Truck Parking Spots; #0881,260-482-7814,I-69 Exit 109 A; 3037 Goshen Rd,Fort Wayne,IN,46808,USA
-84.9932,41.7483,Petro\,  BP 200 Truck Parking Spots; #0345,260-495-2523,I-69 Exit 157/357(new); 7265 North Baker Road,Fremont,IN,46737,USA
-84.999268,41.744075,Pilot\, 130 Truck Parking Spots; #0029,260-833-1987,I-80 Exit 144/I-69 Exit 157; 6900 Old US 27,Fremont,IN,46737,USA
-87.402061,41.573102,Pilot\, 250 Truck Parking Spots; #0271,219-844-2661,I-80/94 Exit 6; 2501 Burr St,Gary,IN,46406,USA
-87.4045,41.573,TA\,  BP 318 Truck Parking Spots; #0010,219-845-3721,I-80/94 Exit 6; 2510 Burr St.,Gary,IN,46406,USA
-87.403247,41.564806,Pilot\,  Mr Fuel 14 Truck Parking Spots; #0719,219-844-0635,I-80/94 Exit 6; 2945 Burr St,Gary,IN,46406,USA
-87.3552,41.5629,Petro\,  BP 405 Truck Parking Spots; #0369,219-884-1133,I-90/84 Exit 9; 3001 Grant Street,Gary,IN,46408,USA
-87.35664,41.561796,Love's\,  RV Dump/Propane; 209 Truck Parking Spots; #0417,219-981-4646,I-94 Exit 9; 3150 Grant St,Gary,IN,46408,USA
-85.55256,40.27715,Petro\,  Shell 150 Truck Parking Spots; #0380,765-358-3326,I-69 Exit 245; 14000 W Hwy 28,Gaston,IN,47342,USA
-85.5346,40.2768,Petro\,  Shell 150 Truck Parking Spots; #6380,765-358-3326,I-69 Exit 245; 14000 W. 28 State Road,Gaston,IN,47342,USA
-85.916723,39.82131,Pilot\, 150 Truck Parking Spots; #0030,317-894-1910,I-70 Exit 96; 2640 North 600 West,Greenfield,IN,46140,USA
-85.3282,39.3182,Petro\,  BP 90 Truck Parking Spots; #0379,812-663-2333,I-74 Exit 143; 1409 S CR #850 East,Greensburg,IN,47240,USA
-86.06983000000001,39.613561,Pilot\,  Road Ranger 65 Truck Parking Spots; #0226,815-315-4987,I-65 Exit 99; 1615 East Main St,Greenwood,IN,46143,USA
-87.548569,38.174777,Pilot\, RV Dump; 145 Truck Parking Spots; #0447,812-868-1048,I-64 Exit 25; 1042 East Warrenton Rd,Haubstadt,IN,47639,USA
-87.55261,38.174949,Flying J\, RV Lanes/RV Dump/Propane; 145 Truck Parking Spots/RV Parking; #0647,812-768-5304,I-64 Exit 25B; 844 E 1250 S,Haubstadt,IN,47639,USA
-87.55296,38.173601,Love's\,  Propane; 84 Truck Parking Spots; #0414,812-768-5838,I-64 Exit 25B; 901 East 1250 South,Haubstadt,IN,47639,USA
-87.294288,41.290344,Pilot\, 135 Truck Parking Spots; #0448,219-696-8265,I-65 Exit 240; 18011 Colorado St,Hebron,IN,46341,USA
-87.294659,41.287723,Flying J\, RV Lanes/Propane; 375 Truck Parking Spots/RV Parking; #0653,219-969-6446,I-65 Exit 240; 3231 East 181st St,Hebron,IN,46356,USA
-87.47264799999999,41.567506,Pilot\, 25 Truck Parking Spots; #0031,219-923-6405,I-80/94 Exit 2; 8150 Indianapolis Blvd,Highland,IN,46322,USA
-85.32860699999999,41.747009999999996,AMBEST\,  Sunoco 7/11 - 40509 75 Truck Parking Spots,260-562-2676,I-80/90 MM 90 EB,Howe,IN,46746,USA
-85.32880329999999,41.746787899999994,AMBEST\,  Sunoco 7/11 - 40506 75 Truck Parking Spots,260-562-2870,I-80/90 MM 90 WB,Howe,IN,46746,USA
-86.191428,39.692528,Flying J\, RV Lanes/RV Dump/Propane; 190 Truck Parking Spots/RV Parking; #0649,317-783-5543,I-465 Exit 4; 1720 West Thompson Rd,Indianapolis,IN,46217,USA
-86.185135,39.69757,Pilot\, 90 Truck Parking Spots; #0318,317-783-1033,I-465 Exit 4; 4607 South Harding St,Indianapolis,IN,46217,USA
-86.188501,39.697241,Pilot\,  Mr Fuel 30 Truck Parking Spots; #0721,317-780-6631,I-465 Exit 4; 4610 S Harding,Indianapolis,IN,46217,USA
-85.557514,39.843649,Love's\,  RV Dump/Propane; 89 Truck Parking Spots; #0601,765-785-2060,I-70 Exit 115; 6190 South State Route 109,Knightstown,IN,46148,USA
-86.78025600000001,40.373825,AMBEST\,  Circle K 2408 13 Truck Parking Spots,765-446-9259,I-65 Exit 168; 6533 SR 38,Lafayette,IN,47905,USA
-87.239216,41.578455,Pilot\,  Road Ranger 25 Truck Parking Spots; #0240,815-239-6205,I-80 Exit 15A; 2151 Ripley St,Lake Station,IN,46405,USA
-87.2393,41.5883,TA\,  BP 252 Truck Parking Spots; #0219,219-962-6552,I-80/94 Exit 15B; 1201 Ripley Street,Lake Station,IN,46405,USA
-87.239374,41.588535,Flying J\, 6 Truck Parking Spots; #1020,219-962-1110,I-80/94 Exit 15B; 1235 Ripley St,Lake Station,IN,46405,USA
-87.238164,41.586428999999995,Flying J\, RV Lanes/RV Dump/Propane; 375 Truck Parking Spots/RV Parking; #0650,219-962-8502,I-94 Exit 15b; 1401 Ripley St,Lake Station,IN,46405,USA
-86.362362,38.239391999999995,Pilot\, 65 Truck Parking Spots; #0478,812-739-2002,I-64 Exit 92; 6921 South SR 66,Leavenworth,IN,47137,USA
-86.473543,40.032307,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0652,765-483-9759,I-65 Exit 139; 520 South SR 39,Lebanon,IN,46052,USA
-85.548979,40.554334999999995,Love's\,  RV Dump/Propane; 59 Truck Parking Spots; #0323,765-662-6462,I-69 Exit 264; 253 Tippy Ditch Dr,Marion,IN,46952,USA
-85.555313,40.553672999999996,Flying J\, 80 Truck Parking Spots; #1086,765-673-0059,I-69 Exit 264; 6252 Hwy 18 E,Marion,IN,46952,USA
-85.7691,38.490532,Love's\,  Propane; 136 Truck Parking Spots; #0355,812-294-1379,I-65 Exit 16; 13615 Blue Lick Rd,Memphis,IN,47143,USA
-85.773481,38.492043,Pilot\, 70 Truck Parking Spots; #0152,812-294-4233,I-65 Exit 16; 14013 Memphis Blue Lick,Memphis,IN,47143,USA
-86.47850799999999,39.615839,Love's\,  Propane; 95 Truck Parking Spots; #0254,317-539-5473,I-70 Exit 59; 2299 Koger Street,Mooresville,IN,46158,USA
-84.979902,41.058915,Flying J\, RV Lanes/RV Dump/Propane; 80 Truck Parking Spots; #0304,260-493-4035,I-469 Exit 19; 3105 Doyle Rd,New Haven,IN,46774,USA
-85.844459,39.995940999999995,Pilot\, 50 Truck Parking Spots; #0362,317-485-6211,I-69 Exit 14; 7455 South SR 13,Pendleton,IN,46064,USA
-85.844494,39.992521,Love's\,  Propane; 100 Truck Parking Spots; #0600,317-485-2198,I-69 Exit 214; 9000 Interpark Dr,Pendleton,IN,46064,USA
-86.47399200000001,39.877254,Love's\,  RV Dump/Propane; 128 Truck Parking Spots; #0319,317-892-2938,I-74 Exit 61; 780 Jeff Gordon Blvd,Pittsboro,IN,46167,USA
-86.34932652,41.36227448,Love's\,  Propane; 59 Truck Parking Spots; #0633,574-935-4103,Hwy 30 Exit Pioneer Dr; 2952 Gary Drive,Plymouth,IN,46563,USA
-86.264277,41.341978999999995,Pilot\, 110 Truck Parking Spots; #0198,574-936-6525,US 30 & 31; 10619 9A Rd,Plymouth,IN,46563,USA
-87.217372,41.588894,AMBEST\,  Sunoco 7/11 - 40513,219-762-3641,I-80/90 Exit 22; 5100 Clem Rd,Portage,IN,46368,USA
-87.217372,41.587137,AMBEST\,  Sunoco 7/11 - 40514,219-762-4882,I-80/90 Exit 23; 5100 Plaza Ave,Portage,IN,46368,USA
-87.0957,41.6129,TA\,  Shell 250 Truck Parking Spots; #0250,219-926-4871,I-94 Exit 22B; 1441 W. US Hwy 20,Porter,IN,46304,USA
-87.0985,41.6125,TA\,  BP 212 Truck Parking Spots; #0220,219-926-8566,I-94 Exit 22B; 1600 West US Hwy 20,Porter,IN,46304,USA
-87.123511,40.766604,Pilot\, 75 Truck Parking Spots; #0034,219-261-3786,I-65 Exit 201; 4154 West US Hwy 24,Remington,IN,47977,USA
-87.1261,40.766999999999996,Petro\,  Shell 150 Truck Parking Spots; #0382,219-261-2172,I-65 Exit 201; 4230 W. Highway 24,Remington,IN,47977,USA
-84.93326400000001,39.870945,Love's\,  RV Dump/Propane; 130 Truck Parking Spots; #0222,765-939-8136,I-70 Exit 149B; 2698 US 35 N,Richmond,IN,47374,USA
-86.218564,41.04354,Pilot\, 33 Truck Parking Spots; #1117,574-223-4290,Hwy 31 & 25,Rochester,IN,46975,USA
-86.617524,41.704565,AMBEST\,  Sunoco 7/11 - 40507 75 Truck Parking Spots,219-778-8013,I-80/90 MM 56 EB,Rolling Prairie,IN,46371,USA
-86.623228,41.707831,AMBEST\,  Sunoco 7/11 - 40504 75 Truck Parking Spots,219-778-9687,I-80/90) MM 56 WB,Rolling Prairie,IN,46371,USA
-85.625449,39.450216,Love's\,  Propane; 63 Truck Parking Spots; #0391,765-525-6808,I-74 Exit 123; 7880 N. Old US Hwy 421,Saint Paul,IN,47272,USA
-85.8366,38.9576,TA\,  BP 184 Truck Parking Spots; #0065,812-522-6622,I-65 Exit 50; 2636 E. Tipton St.,Seymour,IN,47274,USA
-85.81768000000001,39.583403000000004,Pilot\, 90 Truck Parking Spots; #0242,317-392-8771,I-74 Exit 109; 1851 West 400 North,Shelbyville,IN,46176,USA
-86.336832,41.736021,Pilot\, 70 Truck Parking Spots; #0035,574-272-8212,I-80 Exit 72; 6424 West Brick Rd,South Bend,IN,46628,USA
-85.417277,39.850884,Pilot\,  Mr Fuel 50 Truck Parking Spots/RV Parking; #0731,765-987-8742,I-70 Exit 123; 140 Holwager Rd,Spiceland,IN,47385,USA
-85.412464,39.851228000000006,Flying J\, RV Lanes/RV Dump/Propane; 193 Truck Parking Spots/RV Parking; #0655,765-987-1833,I-70 Exit 123; 5300 South SR 3,Spiceland,IN,47385,USA
-85.95772099999999,39.296084,AMBEST\,  Circle K 65,812-526-9119,10080 N Hwy 31,Taylorsville,IN,47280,USA
-87.38921754,39.34740689,Love's\,  RV Dump/Propane; 70 Truck Parking Spots; #0664,812-298-9812,Hwy 41 Exit Harlan Dr; 1730 E Harlan Drive,Terre Haute,IN,47802,USA
-87.332128,39.432996,Pilot\, 70 Truck Parking Spots; #0297,812-877-9977,I-70 Exit 11; 5555 E Margaret Ave,Terre Haute,IN,47803,USA
-86.13449200000001,40.272783000000004,Love's\,  RV Dump/Propane; 69 Truck Parking Spots; #0710,765-963-4167,Hwy 31 Exit CR 28; 1875 Campbell Crossing,Tipton,IN,46072,USA
-87.01037600000001,41.448527,Pilot\, 25 Truck Parking Spots; #0036,219-464-1644,US 30 & SR 49; 4105 US 30 East,Valparaiso,IN,46383,USA
-86.045929,39.551888,Pilot\, 110 Truck Parking Spots; #0037,317-535-7656,I-65 Exit 95; 2962 East 500 North,Whiteland,IN,46184,USA
-86.044561,39.551328000000005,Love's\,  Propane; 60 Truck Parking Spots; #0451,317-535-8741,I-65 Exit 95; 5115 N. 300 E,Whiteland,IN,46184,USA
-86.036469,39.549087,Flying J\, RV Lanes/RV Dump/Propane; 173 Truck Parking Spots/RV Parking; #0656,317-535-1124,I-65 Exit95; 4982 North 350 East,Whiteland,IN,46184,USA
-86.35700000000001,39.9478,TA\,  BP 169 Truck Parking Spots; #0173,317-769-3291,I-65 Exit 130; 5930 East State Road 334,Whitestown,IN,46075,USA
-86.39576,39.979362,Love's\,  Propane; 90 Truck Parking Spots; #0459,317-769-2330,I-65 Exit 133; 4155 S Indianapolis Rd,Whitestown,IN,46075,USA
-84.849625,41.141023,Love's\,  Propane; 76 Truck Parking Spots; #0592,260-632-0318,Hwy 24 Exit SR 101; 5959 N SR 101,Woodburn,IN,46797,USA
-97.25832,38.933406,Love's\,  RV Dump; 74 Truck Parking Spots; #0732,785-263-3390,I-70 Exit 272; 2322 Fair Rd,Abilene,KS,67410,USA
-97.63662940000002,39.83462441,Love's\,  RV Dump; 65 Truck Parking Spots; #0647,785-527-2472,Hwy 81 Exit 7th St; 1356 US HWY 81,Belleville,KS,66935,USA
-95.47711600000001,37.646184999999996,Love's\,  RV Dump; 38 Truck Parking Spots; #0692,620-431-0703,Hwy 169 Exit 190th Rd; 3301 N Blue Comet Dr,Chanute,KS,66720,USA
-101.03247900000001,39.364178,Pilot\, 90 Truck Parking Spots; #0920,785-460-5832,I-70 Exit 54; 1100 E Willow Ave,Colby,KS,67701,USA
-101.0537,39.3617,Petro\,  Cenex RV Dump; 140 Truck Parking Spots; #0386,785-460-0044,I-70 Exit 53; 700 West Horton,Colby,KS,67701,USA
-98.42824300000001,37.640311,Love's\,  37 Truck Parking Spots; #0695,620-298-2061,Hwy 400 Exit 170th Ave; 445 E Leiter Ave,Cunningham,KS,67035,USA
-99.980666,37.752394,Flying J\, RV Lanes; 62 Truck Parking Spots/RV Parking; #0657,620-338-8888,Hwy 400 & Hwy 283; 2524 East Wyatt Earp Blvd,Dodge City,KS,67801,USA
-99.980839,37.745703999999996,Love's\,  RV Dump; 90 Truck Parking Spots; #0558,620-227-5380,Hwy 400 Exit E Trail St; 2505 E Trail Street,Dodge City,KS,67801,USA
-99.560096,38.947691,Love's\,  48 Truck Parking Spots; #0455,785-726-2528,I-70 Exit 145; 200 Washington Street,Ellis,KS,67637,USA
-96.237746,38.41144,Flying J\, RV Lanes/RV Dump/Propane; 74 Truck Parking Spots/RV Parking; #0658,620-343-2717,I-35 Exit 127; 4215 West Hwy 50,Emporia,KS,66801,USA
-100.88634,38.00461,AMBEST\,  Bosselman TC 150 Truck Parking Spots,620-275-4404,1265 Solar Ave,Garden City,KS,67846,USA
-100.996727,38.000876,Love's\,  50 Truck Parking Spots; #0656,620-277-2240,Hwy 50 Exit; 1500 N Jones Ave,Holcomb,KS,67851,USA
-96.863619,39.002077,Sapp TC\,  RV Dump/Propane; 65 Truck Parking Spots,785-238-1600,I-70 Exit 295; 1913 Lacy Dr,Junction City,KS,66441,USA
-94.682864,39.090821999999996,Pilot\, 30 Truck Parking Spots; #0524,913-233-0721,I-635 Exit 3; 4610 Kansas Ave,Kansas City,KS,66106,USA
-95.72928,38.42685,AMBEST\,  Fuel Expresso 11 100 Truck Parking Spots,620-256-6280,I-35 Exit 155; 2754 Hwy 75 NW,Lebo,KS,66856,USA
-95.7272,38.4276,TA\,  Shell 226 Truck Parking Spots; #0252,620-256-6311,I-35 Exit 155; 2775 Highway 75,Lebo,KS,66856,USA
-100.9371,37.02923,AMBEST\,  Toot 'N Totum #120 20 Truck Parking Spots,620-624-7471,2401 W Pancake Blvd,Liberal,KS,67901,USA
-100.900791,37.044785,Love's\,  55 Truck Parking Spots; #0632,620-626-5409,Hwy 54 Exit Hwy 270/83 @ 5th St; 1000 E Pancake Blvd,Liberal,KS,67901,USA
-97.61259681,38.36989083,Love's\,  RV Dump/Propane; 84 Truck Parking Spots; #0608,620-241-4078,I-135 Exit 60; 2400 E Kansas Ave,McPherson,KS,67460,USA
-97.320267,38.04353,AMBEST\,  Newell Travel Center 140 Truck Parking Spots,316-283-4000,I-135 Exit 31; 200 Manchester Ave,Newton,KS,67114,USA
-99.89259,39.838867,Love's\,  #0060,785-877-5494,Hwy 36 Exit 2nd Street; 303 W Holme St,Norton,KS,67654,USA
-100.86901,39.186009999999996,AMBEST\,  JJ Travel Stop 75 Truck Parking Spots,785-672-3900,I-70 Exit 70; 465 Hwy 83,Oakley,KS,67748,USA
-100.811,39.1188,TA\,  Shell 150 Truck Parking Spots; #0091,785-672-4111,I-70 Exit 76; 1001 Hwy 40,Oakley,KS,67748,USA
-95.265361,38.572784000000006,Love's\,  Propane; 68 Truck Parking Spots; #0258,785-242-2882,I-35 Exit 183; 203 E. 27th Ave,Ottawa,KS,66067,USA
-95.234728,38.62229,AMBEST\,  Fuel Expresso 17,785-242-5314,I-35 Exit 187; 2518 E Logan,Ottawa,KS,66067,USA
-97.610087,38.874227000000005,Pilot\, RV Dump; 120 Truck Parking Spots; #0903,785-825-6787,I-70 Exit 252; 1944 N 9th St,Salina,KS,67401,USA
-97.613,38.8789,Petro\,  Shell 75 Truck Parking Spots; #0366,785-825-7723,I-70 Exit 252; 2125 North 9th Street,Salina,KS,67401,USA
-97.592795,38.878632,Flying J\, RV Lanes/RV Dump/Propane; 120 Truck Parking Spots/RV Parking; #0659,785-825-5300,I-70 Exit 253; 2250 North Ohio St,Salina,KS,67401,USA
-100.906407,38.464661,Love's\,  RV Dump; 53 Truck Parking Spots; #0655,620-872-5727,HWY 83 Exit; 1720 S Main Street,Scott City,KS,67871,USA
-97.940435,38.013969,Love's\,  54 Truck Parking Spots; #0703,620-662-2778,Hwy 50 Exit Hwy 96; 3 Des Moines West,South Hutchinson,KS,67505,USA
-88.31864,37.003735,Love's\,  RV Dump/Propane; 80 Truck Parking Spots; #0348,270-395-0546,I-24 Exit 27; 2966 US Hwy 62,Calvert City,KY,42029,USA
-82.696602,38.364823,Flying J\, RV Lanes/RV Dump/Propane; 155 Truck Parking Spots/RV Parking; #0660,606-928-8383,I-64 Exit 185; 15236 SR 180,Catlettsburg,KY,41129,USA
-84.116242,36.977491,Love's\,  RV Dump; 90 Truck Parking Spots; #0321,606-526-8099,I-75 Exit 29; 222 Hwy 770,Corbin,KY,40701,USA
-84.10698000000001,36.974857,Pilot\, 40 Truck Parking Spots; #0231,606-528-0631,I-75 Exit 29; 249 West Cumberland Gap,Corbin,KY,40701,USA
-85.909276,37.698213,Love's\,  RV Dump; 63 Truck Parking Spots; #0716,270-982-2600,601 S Ring Rd,Elizabethtown,KY,42701,USA
-84.6447,39.0001,TA\,  Marathon 123 Truck Parking Spots; #0093,859-371-7166,I-75 Exit 181; 7777 Burlington Pike,Florence,KY,41042,USA
-86.55355899999999,36.661967,Flying J\, RV Lanes/RV Dump/Propane; 172 Truck Parking Spots/RV Parking; #0661,270-586-3343,I-65 Exit 2; 4380 Nashville Rd,Franklin,KY,42134,USA
-86.525849,36.716046,Pilot\, 150 Truck Parking Spots; #0046,270-586-4149,I-65 Exit 6; 2929 Scottsville Rd,Franklin,KY,42134,USA
-86.524778,36.717721999999995,Pilot\, 80 Truck Parking Spots; #0438,270-586-9544,I-65 Exit 6; 2940 Scottsville Rd,Franklin,KY,42134,USA
-86.519521,36.715165,AMBEST\,  Sudden Service #62 Travel Center 100 Truck Parking Spots,270-586-3248,I-65 Exit 6; 3303 Scottsville Rd,Franklin,KY,42135,USA
-84.554285,38.276182,Pilot\, 175 Truck Parking Spots; #0353,502-863-2708,I-75 Exit 129; 110 Triport Rd,Georgetown,KY,40324,USA
-84.560514,38.277161,Pilot\, 90 Truck Parking Spots; #0047,502-868-7427,I-75 Exit 129; 259 Cherry Blossom Way,Georgetown,KY,40324,USA
-85.8739,37.5992,Petro\,  Marathon RV Dump; 263 Truck Parking Spots; #0330,270-369-6840,I-65 Exit 86; 554 W. Glendale Hodgenville Road,Glendale,KY,42740,USA
-85.864919,37.596019,Pilot\, 125 Truck Parking Spots; #0048,270-369-7360,I-65 Exit 86; 58 Glendale-Hodgenville,Glendale,KY,42740,USA
-82.941626,38.341423999999996,Love's\,  Propane; 50 Truck Parking Spots; #0418,606-474-6009,I-64 Exit 172; 750 N. Carol Malone Blvd,Grayson,KY,41143,USA
-87.474561,37.41649,Love's\,  63 Truck Parking Spots; #0725,270-322-9001,I-69 Exit 120; 325 Veterans Dr,Hanson,KY,42413,USA
-87.563397,37.883127,AMBEST\,  Circle K 95 14 Truck Parking Spots,270-826-5144,3113 Hwy 41 N,Henderson,KY,42420,USA
-85.935198,37.201373,Love's\,  RV Dump/Propane; 100 Truck Parking Spots; #0360,270-786-4000,I-65 Exit 58; 4000 L&N Turnpike,Horse Cave,KY,42749,USA
-88.123362,37.071888,Pilot\, 100 Truck Parking Spots; #0890,270-388-8111,I-24 Exit 40; 2299 Hwy 62W,Kuttawa,KY,42055,USA
-85.724452,37.827434999999994,Pilot\, 100 Truck Parking Spots; #0399,502-833-2727,I-65 Exit 105; 150 Park Plaza Blvd,Lebanon Junction,KY,40150,USA
-84.11532199999999,37.14736,AMBEST\,  London Auto Truck Center 200 Truck Parking Spots,606-864-6426,I-75 Exit 41; 15 Dogpatch Trading Ctr,London,KY,40741,USA
-87.448829,37.255317,Pilot\, 85 Truck Parking Spots; #0156,270-258-5213,Hwy 813 Exit 37; 95 Free Henry Ford Rd,Madisonville,KY,42440,USA
-83.700123,36.643401000000004,Pilot\, 40 Truck Parking Spots; #0240,606-248-4057,Hwy 25 Route 2; 3000 US Hwy 25E,Middlesboro,KY,40965,USA
-83.89823100000001,38.08613,Pilot\, 70 Truck Parking Spots; #0041,859-497-4041,I-64 Exit 113; 3060 Owingsville Rd,Mount Sterling,KY,40353,USA
-87.451042,36.692481,Pilot\, 125 Truck Parking Spots; #0439,270-439-0153,I-24 Exit 86; 12900 Fort Campbell,Oak Grove,KY,42262,USA
-87.455423,36.697202000000004,Flying J\, RV Lanes/RV Dump/Propane; 130 Truck Parking Spots/RV Parking; #0662,270-640-7000,I-24 Exit 86; 18750 Herndon Oak Grove,Oak Grove,KY,42262,USA
-87.404384,36.678258,Pilot\, 175 Truck Parking Spots; #0049,270-439-1776,I-24 Exit 89; 8190 Pembroke-Oak Grove,Oak Grove,KY,42262,USA
-88.69120500000001,37.097938,Pilot\, 65 Truck Parking Spots; #0358,270-443-2044,I-24 Exit 3; 5353 Cairo Rd,Paducah,KY,42001,USA
-85.297788,38.454368,Pilot\, RV Lanes; 100 Truck Parking Spots; #0440,502-743-5222,I-71 Exit 28; 205 Pendleton Rd,Pendleton,KY,40055,USA
-84.324506,37.843379999999996,Love's\,  Propane; 63 Truck Parking Spots; #0291,859-624-0882,I-75 Exit 95; 3799 Colonel Rd,Richmond,KY,40475,USA
-84.572639,38.379574,Love's\,  Propane; 80 Truck Parking Spots; #0618,502-857-4878,I-75 Exit 136; 313 Porter Road,Sadieville,KY,40370,USA
-85.694363,37.979467,Love's\,  RV Dump; 90 Truck Parking Spots; #0238,502-543-7000,I-65 Exit 116; 1090 Cedar Grove Rd,Shepherdsville,KY,40165,USA
-85.703132,38.060527,Pilot\, 90 Truck Parking Spots; #0356,502-955-5049,I-65 Exit 121; 2050 East Blue Lick Rd,Shepherdsville,KY,40165,USA
-85.348051,38.209897,Pilot\, 25 Truck Parking Spots; #0354,502-722-5636,I-64 Exit 28; 819 Buck Creek Rd,Simpsonville,KY,40067,USA
-85.882251,37.522021,Pilot\, 100 Truck Parking Spots; #0392,270-369-7300,I-65 Exit 81; 450 East Western Ave,Sonora,KY,42776,USA
-84.938639,38.69365,Love's\,  RV Dump/Propane; 85 Truck Parking Spots; #0383,859-567-1140,I-71 Exit 55; 976 Hwy 1039,Sparta,KY,41083,USA
-85.29968000000001,38.457184999999996,Pilot\, 175 Truck Parking Spots; #0050,502-743-5496,I-71 Exit 28; 489 Pendleton Rd,Sulpher,KY,40070,USA
-85.07025,38.152234,Love's\,  67 Truck Parking Spots; #0303,502-829-0157,I-64 Exit 43; 1940 Waddy Road,Waddy,KY,40076,USA
-85.067276,38.156657,Flying J\, RV Lanes/RV Dump/Propane; 110 Truck Parking Spots/RV Parking; #0663,502-829-9100,I-64 Exit 43; 1670 Waddy Rd,Waddy,KY,40076,USA
-84.625681,38.857289,Flying J\, RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0664,859-485-4400,I-75 Exit 171; 13019 Walton Verona Rd,Walton,KY,41094,USA
-84.63261800000001,38.917577,Pilot\, 200 Truck Parking Spots; #0321,859-485-1327,I-75/71 Exit 175; 11229 Frontage Rd,Walton,KY,41094,USA
-84.625799,38.919106,Pilot\, 15 Truck Parking Spots; #0278,859-485-6100,I-75/71 Exit 175; 118 Richwood Rd,Walton,KY,41094,USA
-84.6266,38.9172,TA\,  BP 90 Truck Parking Spots; #0028,859-485-4111,I-75/71 Exit 175; 145 Richwood Road,Walton,KY,41094,USA
-84.168338,36.721765999999995,Pilot\, RV Dump; 80 Truck Parking Spots; #0437,606-549-0162,I-75 Exit 11; 481 West Hwy 92,Williamsburg,KY,40769,USA
-92.58901,31.3609,Love's\,  RV Dump; 55 Truck Parking Spots; #0720,318-448-6025,I-49 Exit 94; 7046 Hwy 1,Boyce,LA,71409,USA
-91.917633,30.2983,AMBEST\,  Silvers Travel Center 50 Truck Parking Spots,337-507-3440,2447 Rees St Ext,Breaux Bridge,LA,70517,USA
-91.914023,30.294426,Pilot\, 105 Truck Parking Spots; #0274,337-332-1253,I-10 Exit 109; 2112 Rees St,Breaux Bridge,LA,70517,USA
-91.83265300000001,30.31434,AMBEST\,  Henderson Travel Plaza 50 Truck Parking Spots,337-332-2090,I-10 Exit 115; 2996 Grand Point Hwy,Breaux Bridge,LA,70517,USA
-92.18745,30.781992,Pilot\, 44 Truck Parking Spots; #1105,318-838-0087,I-40 Exit 40;7349 Hwy 29,Bunkie,LA,71322,USA
-90.957431,30.451957,Pilot\, 60 Truck Parking Spots; #0079,225-665-4151,I-12 Exit 10; 2601 South Range Ave,Denham Springs,LA,70726,USA
-92.19362,30.252771000000003,Love's\,  RV Dump/Propane; 116 Truck Parking Spots; #0523,337-873-7880,I-10 Exit 92; 126 Lexington Dr,Duson,LA,70578,USA
-92.4624,30.2314,Petro\,  Shell 127 Truck Parking Spots; #0343,337-783-0424,I-10 Exit 76; 114 Jasmine Road,Egan,LA,70531,USA
-93.7052,32.2145,AMBEST\,  Relay Station - Frierson 50 Truck Parking Spots,318-872-1900,I-49 Exit 186; 6797 Hwy 175,Frierson,LA,71027,USA
-94.0049,32.3975,AMBEST\,  Relay Station - Greenwood 50 Truck Parking Spots,318-938-1611,I-20 Exit 3; 8541 Greenwood Rd,Greenwood,LA,71033,USA
-93.978872,32.444404,Flying J\, RV Lanes/RV Dump/Propane; 190 Truck Parking Spots/RV Parking; #0665,318-938-7744,I-20 Exit 3; 9510 Greenwood Rd,Greenwood,LA,71033,USA
