Unnamed: 0,cat,city,comments,elev,height,latitude,longitude,name,st,uid,zip
,,,,,18.0,34.4348,-86.3612,,AL,,
,,,,,17.3,34.44,-86.3554,,AL,,
,,,,,17.0,34.4406,-86.3554,,AL,,
,,,,,16.8,34.44,-86.3548,,AL,,
,,,,,18.5,34.44,-86.3548,,AL,,
,,,,,16.8,34.44,-86.3548,,AL,,
,,,,,16.6,34.4418,-86.3548,,AL,,
,,,,,16.8,34.4418,-86.3548,,AL,,
,,,,,17.6,34.4412,-86.3542,,AL,,
,,,,,16.9,34.4412,-86.3536,,AL,,
,,,,,17.3,34.444722,-86.344389,,AL,,
,,,,,17.3,34.4448,-86.3506,,AL,,
,,,,,16.4,33.341894,-86.381734,,AL,,
,,,,,16.4,33.341885,-86.381647,,AL,,
,,,,,18.0,33.5924,-85.58,,AL,,
,,,,,18.5,33.5924,-85.58,,AL,,
,,,,,14.1,30.333738,-88.052155,,AL,,
,,,,,16.8,34.041942999999996,-87.583342,,AL,,
,,,,,18.5,34.022847999999996,-87.531973,,AL,,
,,,,,19.0,34.022859999999994,-87.53200000000001,,AL,,
,,,,,14.6,33.304992,-86.475309,,AL,,
,,,,,18.9,34.58339,-85.44099,,AL,,
,,,,,19.3,30.431482,-88.094482,,AL,,
,,,,,18.9,33.382193,-86.370609,,AL,,
,,,,,18.0,33.480014000000004,-87.151363,,AL,,
,,,,,17.3,33.483339,-87.172455,,AL,,
,,,,,17.3,33.483245000000004,-87.172489,,AL,,
,,,,,17.8,33.48226,-87.16445300000001,,AL,,
,,,,,18.6,32.370105,-85.240788,,AL,,
,,,,,18.6,33.521383,-86.262124,,AL,,
,,,,,15.1,34.293184000000004,-87.441276,,AL,,
,,,,,16.7,34.2922,-87.43559,,AL,,
,,,,,19.0,34.29229,-87.43549,,AL,,
,,,,,17.3,34.452402,-86.402101,,AL,,
,,,,,17.6,34.4447,-86.4013,,AL,,
,,,,,17.4,34.46165,-86.402199,,AL,,
,,,,,18.0,33.113624,-87.150018,,AL,,
,,,,,17.7,33.113240000000005,-87.145886,,AL,,
,,,,,19.0,33.524577,-87.264629,,AL,,
,,,,,17.1,30.450145000000003,-88.05487,,AL,,
,,,,,17.1,30.450145000000003,-88.05487,,AL,,
,,,,,17.5,31.510058,-86.382674,,AL,,
,,,,,17.0,32.380159,-85.243351,,AL,,
,,,,,18.0,33.510976,-87.204309,,AL,,
,,,,,17.0,33.511743,-87.204859,,AL,,
,,,,,17.0,33.540134,-87.280473,,AL,,
,,,,,19.4,33.541863,-87.292888,,AL,,
,,,,,18.5,32.575322,-87.10081600000001,,AL,,
,,,,,18.0,33.490997,-87.184636,,AL,,
,,,,,19.0,33.490983,-87.18474499999999,,AL,,
,,,,,17.2,33.5314,-86.5054,,AL,,
,,,,,17.8,33.090948,-87.355724,,AL,,
,,,,,17.8,33.230992,-86.591732,,AL,,
,,,,,18.1,32.215852000000005,-86.043717,,AL,,
,,,,,18.9,32.215139,-86.04478399999999,,AL,,
,,,,,19.9,32.23004,-86.030087,,AL,,
,,,,,19.9,32.23004,-86.030087,,AL,,
,,,,,17.3,32.572573999999996,-87.080924,,AL,,
,,,,,16.8,30.333484000000002,-88.121078,,AL,,
,,,,,19.3,33.595290000000006,-87.48206,,AL,,
,,,,,18.7,33.57598,-87.4219,,AL,,
,,,,,18.7,33.58162,-87.432,,AL,,
,,,,,18.2,33.514896,-87.244848,,AL,,
,,,,,17.7,31.414424,-87.47000600000001,,AL,,
,,,,,19.8,34.45304,-86.33544,,AL,,
,,,,,19.7,34.45303,-86.33553,,AL,,
,,,,,16.1,30.480646999999998,-88.061697,,AL,,
,,,,,16.6,33.5052,-86.4937,,AL,,
,,,,,18.6,33.570762,-87.36597900000001,,AL,,
,,,,,19.7,32.591440000000006,-86.03576,,AL,,
,,,,,18.0,33.363951,-86.55454499999999,,AL,,
,,,,,19.6,33.224853,-86.48501800000001,,AL,,
,,,,,16.8,31.2442,-87.1418,,AL,,
,,,,,17.6,33.553505,-87.313583,,AL,,
,,,,,19.5,33.56163,-87.33016500000001,,AL,,
,,,,,16.8,33.562861,-87.33595799999999,,AL,,
,,,,,17.2,33.565815,-87.362466,,AL,,
,,,,,19.1,30.395996000000004,-87.550255,,AL,,
,,,,,17.4,30.400065,-87.55026099999999,,AL,,
,,,,,17.4,32.2709,-85.00064,,AL,,
,,,,,15.7,30.454729999999998,-88.042422,,AL,,
,,,,,17.5,34.38479,-86.33599,,AL,,
,,,,,18.4,34.39005,-86.3401,,AL,,
,,,,,17.8,33.335668,-86.311707,,AL,,
,,,,,17.6,30.320789,-88.143254,,AL,,
,,,,,19.1,30.320796,-88.143235,,AL,,
,,,,,19.0,34.010443,-87.503072,,AL,,
,,,,,19.5,33.593340000000005,-87.47138000000001,,AL,,
,,,,,17.8,34.00438,-87.50036,,AL,,
,,,,,17.0,33.5924,-87.46387,,AL,,
,,,,,18.5,33.592490000000005,-87.46386,,AL,,
,,,,,19.0,33.59312,-87.47139,,AL,,
,,,,,16.2,33.313,-86.4936,,AL,,
,,,,,17.5,30.48098,-88.09044,,AL,,
,,,,,16.5,30.481073,-88.073071,,AL,,
,,,,,17.0,32.155884,-86.211718,,AL,,
,,,,,18.0,34.480912,-87.3908,,AL,,
,,,,,17.4,32.163848,-86.205004,,AL,,
,,,,,16.1,34.46569,-87.38058000000001,,AL,,
,,,,,17.3,32.491865000000004,-85.124783,,AL,,
,,,,,17.0,33.351428999999996,-86.48172,,AL,,
,,,,,19.6,33.365364,-85.470924,,AL,,
,,,,,15.5,33.360248,-86.191496,,AL,,
,,,,,19.3,32.333001,-85.30233199999999,,AL,,
,,,,,18.3,30.480859999999996,-88.09045,,AL,,
,,,,,18.5,34.4451,-86.3737,,AL,,
,,,,,18.0,34.3018,-85.4135,,AL,,
,,,,,17.0,34.28382,-85.42421,,AL,,
,,,,,17.6,34.4527,-86.3523,,AL,,
,,,,,18.2,34.4527,-86.3535,,AL,,
,,,,,17.7,32.361959999999996,-85.25428000000001,,AL,,
,,,,,17.0,33.5623,-86.1656,,AL,,
,,,,,16.0,33.354477,-86.23455,,AL,,
,,,,,15.9,30.345032,-88.101506,,AL,,
,,,,,13.9,33.20493,-86.38212,,AL,,
,,,,,17.0,30.381525,-87.402835,,AL,,
,,,,,17.0,30.381251000000002,-87.402834,,AL,,
,,,,,18.9,31.0621,-87.04318,,AL,,
,,,,,18.3,34.39,-86.34015,,AL,,
,,,,,17.1,34.38479,-86.34003,,AL,,
,,,,,19.6,31.082290000000004,-88.00373,,AL,,
,,,,,19.7,31.082390000000004,-88.00373,,AL,,
,,,,,17.5,33.43,-86.091288,,AL,,
,,,,,18.3,32.32526,-85.31416,,AL,,
,,,,,18.2,32.35218,-85.2732,,AL,,
,,,,,17.0,30.494733,-88.052204,,AL,,
,,,,,18.0,33.102512,-87.243044,,AL,,
,,,,,17.5,33.320075,-86.475526,,AL,,
,,,,,17.5,33.32077,-86.47450500000001,,AL,,
,,,,,17.6,33.312839000000004,-86.493827,,AL,,
,,,,,17.6,33.312839000000004,-86.493827,,AL,,
,,,,,18.3,31.580111,-87.37584100000001,,AL,,
,,,,,16.3,61.132378,-149.53063,,AK,,
,,,,,17.8,63.431472,-148.53460900000002,,AK,,
,,,,,14.6,61.1202,-149.5447,,AK,,
,,,,,17.5,61.1051,-149.4827,,AK,,
,,,,,13.5,64.502711,-147.50384499999998,,AK,,
,,,,,18.9,55.2,-131.373,,AK,,
,,,,,19.7,61.055,-149.5019,,AK,,
,,,,,10.8,61.1051,-149.5414,,AK,,
,,,,,14.7,64.50115,-147.500333,,AK,,
,,,,,16.5,61.1228,-149.5259,,AK,,
,,,,,18.8,61.1021,-149.5501,,AK,,
,,,,,11.3,61.1023,-149.5847,,AK,,
,,,,,19.3,61.1143,-149.5512,,AK,,
,,,,,19.6,61.114,-149.5511,,AK,,
,,,,,19.0,61.1144,-149.5123,,AK,,
,,,,,16.2,61.133827000000004,-149.435876,,AK,,
,,,,,16.5,61.105088,-149.513744,,AK,,
,,,,,15.0,61.0959,-149.5123,,AK,,
,,,,,16.2,61.0841,-149.5123,,AK,,
,,,,,16.5,61.1512,-149.3935,,AK,,
,,,,,16.5,61.1744,-149.3523,,AK,,
,,,,,16.5,61.190948,-149.343288,,AK,,
,,,,,17.4,61.1352,-149.52200000000002,,AK,,
,,,,,16.8,64.53178199999999,-147.372067,,AK,,
,,,,,14.8,61.2434,-149.2632,,AK,,
,,,,,17.5,61.25156,-149.253072,,AK,,
,,,,,15.0,61.260672,-149.240648,,AK,,
,,,,,16.2,61.2726,-149.2142,,AK,,
,,,,,18.0,61.21594,-149.320492,,AK,,
,,,,,18.1,61.0723,-149.5124,,AK,,
,,,,,17.0,61.053912,-149.50096000000002,,AK,,
,,,,,19.3,61.0514,-149.5004,,AK,,
,,,,,17.2,61.1155,-149.4918,,AK,,
,,,,,13.6,58.180648,-134.244428,,AK,,
,,,,,16.8,61.0933,-149.5444,,AK,,
,,,,,16.3,61.0825,-149.543,,AK,,
,,,,,17.8,61.0631,-149.5102,,AK,,
,,,,,17.8,61.063131999999996,-149.51036000000002,,AK,,
,,,,,18.7,61.2408,-149.2804,,AK,,
,,,,,15.9,61.126000000000005,-149.5324,,AK,,
,,,,,16.2,61.1329,-149.4642,,AK,,
,,,,,16.1,61.1328,-149.47299999999998,,AK,,
,,,,,17.1,58.181476,-134.25444,,AK,,
,,,,,16.5,61.0841,-149.5224,,AK,,
,,,,,15.8,61.203192,-149.335652,,AK,,
,,,,,17.5,61.0723,-149.52100000000002,,AK,,
,,,,,17.5,61.0723,-149.5212,,AK,,
,,,,,17.6,61.0749,-149.5429,,AK,,
,,,,,16.6,61.1201,-149.5259,,AK,,
,,,,,17.2,61.0749,-149.5427,,AK,,
,,,,,16.7,64.491362,-147.423954,,AK,,
,,,,,17.1,64.492388,-147.423503,,AK,,
,,,,,16.5,64.49158800000001,-147.421961,,AK,,
,,,,,16.5,61.0907,-149.5228,,AK,,
,,,,,17.1,64.453112,-147.21045900000001,,AK,,
,,,,,18.0,61.1155,-149.4757,,AK,,
,,,,,17.1,61.0815,-149.4627,,AK,,
,,,,,17.8,64.50574,-147.46435300000002,,AK,,
,,,,,16.5,61.126000000000005,-149.5317,,AK,,
,,,,,18.9,61.1143,-149.5547,,AK,,
,,,,,18.5,61.1115,-149.44,,AK,,
,,,,,16.7,64.512491,-147.425468,,AK,,
,,,,,19.3,61.183831000000005,-149.324846,,AK,,
,,,,,17.5,61.181151,-149.322068,,AK,,
,,,,,17.9,61.181468,-149.322055,,AK,,
,,,,,18.1,61.1143,-149.5551,,AK,,
,,,,,14.8,61.243492,-149.263264,,AK,,
,,,,,15.9,61.2607,-149.2407,,AK,,
,,,,,18.2,61.220552000000005,-149.3206,,AK,,
,,,,,16.8,64.505441,-147.515031,,AK,,
,,,,,17.8,61.2826,-149.1546,,AK,,
,,,,,17.5,61.334588000000004,-149.155833,,AK,,
,,,,,16.9,64.49156500000001,-147.421867,,AK,,
,,,,,14.2,64.502684,-147.50401200000002,,AK,,
,,,,,16.6,64.501124,-147.500542,,AK,,
,,,,,17.8,61.370290000000004,-149.47463100000002,,AK,,
,,,,,16.3,64.482839,-147.343602,,AK,,
,,,,,18.0,61.341621999999994,-149.213516,,AK,,
,,,,,17.0,61.34038100000001,-149.18489399999999,,AK,,
,,,,,17.0,61.34044300000001,-149.184755,,AK,,
,,,,,16.1,61.1303,-149.5336,,AK,,
,,,,,14.0,65.023303,-147.26501499999998,,AK,,
,,,,,11.3,61.1032,-149.5856,,AK,,
,,,,,16.5,61.103,-149.5805,,AK,,
,,,,,17.4,61.103,-149.5827,,AK,,
,,,,,18.7,61.0724,-149.5311,,AK,,
,,,,,18.7,61.0725,-149.5311,,AK,,
,,,,,15.8,61.330893999999994,-149.145163,,AK,,
,,,,,15.8,61.330868,-149.14498799999998,,AK,,
,,,,,17.5,61.3247,-149.1501,,AK,,
,,,,,18.2,58.2131,-134.3125,,AK,,
,,,,,15.3,64.41549,-147.081612,,AK,,
,,,,,17.4,64.443499,-147.183415,,AK,,
,,,,,15.8,58.213,-134.3125,,AK,,
,,,,,19.0,58.2127,-134.310768,,AK,,
,,,,,17.3,58.212664000000004,-134.310804,,AK,,
,,,,,19.0,61.1316,-149.483,,AK,,
,,,,,17.1,61.090711,-149.512127,,AK,,
,,,,,16.2,61.133763,-149.440251,,AK,,
,,,,,16.1,61.292148,-149.144236,,AK,,
,,,,,14.0,55.205,-131.4157,,AK,,
,,,,,14.9,35.011753000000006,-110.41516200000001,,AZ,,
,,,,,16.0,31.580012,-110.172688,,AZ,,
,,,,,14.4,31.575940000000003,-110.17236399999999,,AZ,,
,,,,,15.3,31.254764,-109.53344399999999,,AZ,,
,,,,,14.7,33.172112,-111.06012700000001,,AZ,,
,,,,,17.9,33.172688,-111.05481200000001,,AZ,,
,,,,,17.3,33.234063,-110.463627,,AZ,,
,,,,,15.5,32.544067999999996,-112.57345600000001,,AZ,,
,,,,,15.5,32.544176,-112.57349199999999,,AZ,,
,,,,,17.6,32.04534,-110.030576,,AZ,,
,,,,,16.6,31.574536,-110.260456,,AZ,,
,,,,,16.7,32.103396000000004,-109.565748,,AZ,,
,,,,,14.3,35.115352,-111.39143999999999,,AZ,,
,,,,,14.6,32.5056,-112.1909,,AZ,,
,,,,,14.3,32.505701,-112.19091999999999,,AZ,,
,,,,,14.7,33.580408,-112.43516000000001,,AZ,,
,,,,,13.5,34.455076,-111.392376,,AZ,,
,,,,,14.3,35.000129,-109.540249,,AZ,,
,,,,,14.4,35.000246000000004,-109.540278,,AZ,,
,,,,,16.4,32.503048,-112.151908,,AZ,,
,,,,,16.0,33.264920000000004,-112.063024,,AZ,,
,,,,,15.9,33.262868,-112.063024,,AZ,,
,,,,,15.8,33.223639,-110.44413700000001,,AZ,,
,,,,,18.1,32.21306,-109.405376,,AZ,,
,,,,,14.2,32.551776000000004,-112.53168000000001,,AZ,,
,,,,,14.3,32.551884,-112.53171599999999,,AZ,,
,,,,,14.7,32.555556,-112.481476,,AZ,,
,,,,,14.7,32.555664,-112.48151200000001,,AZ,,
,,,,,14.1,31.593264,-110.103504,,AZ,,
,,,,,14.1,31.593372,-110.10354,,AZ,,
,,,,,17.0,35.025352000000005,-109.48118799999999,,AZ,,
,,,,,16.6,35.033744,-109.46552,,AZ,,
,,,,,16.9,32.342208,-111.19228000000001,,AZ,,
,,,,,15.4,32.073104,-110.52315300000001,,AZ,,
,,,,,17.1,32.073215000000005,-110.523152,,AZ,,
,,,,,15.7,32.065217,-110.512956,,AZ,,
,,,,,15.4,32.065329,-110.51295400000001,,AZ,,
,,,,,16.4,33.261247999999995,-112.063024,,AZ,,
,,,,,14.1,31.270684000000003,-109.56056399999999,,AZ,,
,,,,,17.3,33.361692,-114.31508799999999,,AZ,,
,,,,,16.0,34.511115999999994,-111.36251999999999,,AZ,,
,,,,,14.6,34.544391999999995,-111.38276,,AZ,,
,,,,,14.8,35.010659999999994,-111.41045600000001,,AZ,,
,,,,,16.8,35.082328000000004,-111.41063600000001,,AZ,,
,,,,,15.6,34.4124,-111.44358799999999,,AZ,,
,,,,,14.4,32.134659,-109.031973,,AZ,,
,,,,,14.3,32.134473,-109.032048,,AZ,,
,,,,,18.6,32.214284,-109.371416,,AZ,,
,,,,,16.7,34.381859999999996,-111.490228,,AZ,,
,,,,,13.9,31.262759999999997,-109.544752,,AZ,,
,,,,,14.2,34.583144,-110.313324,,AZ,,
,,,,,13.9,34.583252,-110.31328799999999,,AZ,,
,,,,,15.4,35.183723,-109.06249199999999,,AZ,,
,,,,,15.2,35.183820000000004,-109.06255800000001,,AZ,,
,,,,,14.7,35.201626,-109.04053300000001,,AZ,,
,,,,,14.2,35.201699,-109.04063799999999,,AZ,,
,,,,,14.4,35.212753,-109.030601,,AZ,,
,,,,,14.4,35.212835,-109.03068999999999,,AZ,,
,,,,,14.2,32.480144,-113.322796,,AZ,,
,,,,,14.2,32.480252,-113.322832,,AZ,,
,,,,,14.5,32.49282,-113.263228,,AZ,,
,,,,,14.5,32.492928000000006,-113.26326399999999,,AZ,,
,,,,,13.9,32.500744,-113.212736,,AZ,,
,,,,,13.9,32.500883,-113.21275700000001,,AZ,,
,,,,,14.9,32.512988,-113.124752,,AZ,,
,,,,,15.4,32.513096000000004,-113.124752,,AZ,,
,,,,,14.7,32.182491,-109.234834,,AZ,,
,,,,,15.0,32.182598,-109.23480500000001,,AZ,,
,,,,,14.6,32.174896999999994,-109.21108500000001,,AZ,,
,,,,,14.8,32.175004,-109.211049,,AZ,,
,,,,,14.7,32.563588,-112.44063600000001,,AZ,,
,,,,,16.7,35.055676,-109.38286799999999,,AZ,,
,,,,,16.5,35.074008,-109.32366,,AZ,,
,,,,,16.3,35.095040000000004,-109.291068,,AZ,,
,,,,,16.4,32.04534,-110.482196,,AZ,,
,,,,,17.9,32.034068,-110.46264,,AZ,,
,,,,,15.3,33.25444,-112.05589199999999,,AZ,,
,,,,,15.2,33.254692,-112.05276,,AZ,,
,,,,,15.7,33.254584,-112.04562800000001,,AZ,,
,,,,,14.7,33.254296000000004,-112.042496,,AZ,,
,,,,,15.8,33.25444,-112.0354,,AZ,,
,,,,,14.8,33.253864,-112.025136,,AZ,,
,,,,,17.6,35.152844,-112.072028,,AZ,,
,,,,,17.1,35.155076,-112.03010800000001,,AZ,,
,,,,,17.8,35.153456,-112.015124,,AZ,,
,,,,,16.7,35.144956,-111.584476,,AZ,,
,,,,,16.8,35.151872,-111.561968,,AZ,,
,,,,,16.2,32.013684000000005,-110.431524,,AZ,,
,,,,,16.3,32.014115999999994,-110.43138,,AZ,,
,,,,,15.4,34.141284000000006,-112.064176,,AZ,,
,,,,,16.2,34.140852,-112.07008400000001,,AZ,,
,,,,,15.3,34.170276,-112.07138,,AZ,,
,,,,,16.0,34.17024,-112.07148799999999,,AZ,,
,,,,,15.7,34.241044,-112.042604,,AZ,,
,,,,,14.1,33.384775,-114.200928,,AZ,,
,,,,,15.0,33.384885,-114.200923,,AZ,,
,,,,,15.1,32.023371999999995,-110.053372,,AZ,,
,,,,,16.0,32.023444,-110.053444,,AZ,,
,,,,,14.2,34.0506,-112.083696,,AZ,,
,,,,,14.7,34.050564,-112.08384,,AZ,,
,,,,,16.4,33.372676,-114.260168,,AZ,,
,,,,,16.8,33.404404,-114.050276,,AZ,,
,,,,,16.9,32.302304,-111.160948,,AZ,,
,,,,,14.5,32.274284,-111.130048,,AZ,,
,,,,,14.5,32.274356,-111.125976,,AZ,,
,,,,,18.3,35.14096,-111.49238799999999,,AZ,,
,,,,,15.5,32.434152000000005,-113.441176,,AZ,,
,,,,,17.1,32.434207,-113.44140800000001,,AZ,,
,,,,,16.4,31.583612,-110.304428,,AZ,,
,,,,,16.8,31.58372,-110.30439199999999,,AZ,,
,,,,,15.0,32.42484,-111.29548999999999,,AZ,,
,,,,,15.2,32.424932,-111.29546,,AZ,,
,,,,,14.7,35.125076,-112.25285600000001,,AZ,,
,,,,,14.4,35.12522,-112.25282,,AZ,,
,,,,,14.9,35.125796,-112.22422399999999,,AZ,,
,,,,,14.6,35.12594,-112.22426000000002,,AZ,,
,,,,,16.6,35.112531,-109.26094199999999,,AZ,,
,,,,,17.1,35.14176,-109.180957,,AZ,,
,,,,,17.9,33.415892,-112.065436,,AZ,,
,,,,,17.5,33.42468,-112.070444,,AZ,,
,,,,,16.0,33.393384000000005,-114.14268799999999,,AZ,,
,,,,,15.6,33.345411999999996,-112.07011999999999,,AZ,,
,,,,,16.3,33.354632,-112.07008400000001,,AZ,,
,,,,,15.9,33.363816,-112.070012,,AZ,,
,,,,,15.7,33.373000000000005,-112.07,,AZ,,
,,,,,16.8,33.382256,-112.065652,,AZ,,
,,,,,15.2,34.07246,-112.570252,,AZ,,
,,,,,16.3,35.13012,-112.26229199999999,,AZ,,
,,,,,15.3,34.580883,-110.260199,,AZ,,
,,,,,15.3,34.580984,-110.260204,,AZ,,
,,,,,18.1,34.035616,-112.08351599999999,,AZ,,
,,,,,15.0,32.213204,-111.05243600000001,,AZ,,
,,,,,14.8,32.21324,-111.05236399999998,,AZ,,
,,,,,15.8,32.192316,-111.030612,,AZ,,
,,,,,17.1,32.192352,-111.03050400000001,,AZ,,
,,,,,14.3,32.183312,-111.023156,,AZ,,
,,,,,14.6,32.183347999999995,-111.02308400000001,,AZ,,
,,,,,15.5,32.173984000000004,-111.01483600000002,,AZ,,
,,,,,15.7,32.173984000000004,-111.014692,,AZ,,
,,,,,17.3,35.114992,-111.44333600000002,,AZ,,
,,,,,17.4,34.582352,-110.05128400000001,,AZ,,
,,,,,16.4,34.58246,-110.05135600000001,,AZ,,
,,,,,16.1,35.103684,-113.472724,,AZ,,
,,,,,16.4,35.103756,-113.472652,,AZ,,
,,,,,14.2,35.1533,-109.16440300000001,,AZ,,
,,,,,14.1,35.165307,-109.14241200000001,,AZ,,
,,,,,14.2,35.165634000000004,-109.14251999999999,,AZ,,
,,,,,16.5,34.430408,-114.284152,,AZ,,
,,,,,17.0,34.524332,-114.08546000000001,,AZ,,
,,,,,16.5,34.545364,-114.091044,,AZ,,
,,,,,17.0,35.020096,-114.07516000000001,,AZ,,
,,,,,18.2,34.5521,-110.153852,,AZ,,
,,,,,16.5,34.584692,-110.032844,,AZ,,
,,,,,17.3,31.275112,-110.59409199999999,,AZ,,
,,,,,16.4,31.302196000000002,-111.004356,,AZ,,
,,,,,17.7,31.313935999999998,-111.012892,,AZ,,
,,,,,16.5,32.483168,-111.401596,,AZ,,
,,,,,16.1,32.454716,-111.35506399999998,,AZ,,
,,,,,16.4,32.44546,-111.342676,,AZ,,
,,,,,16.5,32.440492,-111.33014399999999,,AZ,,
,,,,,16.2,35.15305,-109.16394199999999,,AZ,,
,,,,,16.4,35.165814000000005,-109.12416999999999,,AZ,,
,,,,,16.6,35.17187,-109.092822,,AZ,,
,,,,,15.5,32.432349,-111.305777,,AZ,,
,,,,,15.4,32.43246,-111.305779,,AZ,,
,,,,,15.7,32.252784000000005,-111.095004,,AZ,,
,,,,,15.9,32.252856,-111.094932,,AZ,,
,,,,,16.1,34.031259999999996,-112.084524,,AZ,,
,,,,,16.0,34.031332,-112.084956,,AZ,,
,,,,,19.9,32.393564000000005,-114.20016799999999,,AZ,,
,,,,,16.8,32.40084,-114.185148,,AZ,,
,,,,,15.5,32.240359999999995,-111.075268,,AZ,,
,,,,,15.6,32.240432,-111.07516000000001,,AZ,,
,,,,,15.6,31.205820000000003,-110.55426000000001,,AZ,,
,,,,,14.3,33.580515999999996,-112.435088,,AZ,,
,,,,,16.0,35.1912,-112.50585600000001,,AZ,,
,,,,,14.0,31.254701,-109.533507,,AZ,,
,,,,,13.6,34.455112,-111.392448,,AZ,,
,,,,,16.7,32.002664,-110.412508,,AZ,,
,,,,,14.4,34.544391999999995,-111.38286799999999,,AZ,,
,,,,,15.3,35.010659999999994,-111.410564,,AZ,,
,,,,,15.4,34.412436,-111.443696,,AZ,,
,,,,,16.4,32.500312,-112.080024,,AZ,,
,,,,,14.7,32.494944,-112.0157,,AZ,,
,,,,,14.9,32.495124,-112.0157,,AZ,,
,,,,,15.4,34.241116,-112.04271200000001,,AZ,,
,,,,,17.5,35.093456,-113.41481200000001,,AZ,,
,,,,,17.4,35.141999999999996,-111.494,,AZ,,
,,,,,17.8,35.120504,-111.24266399999999,,AZ,,
,,,,,15.7,32.431236,-111.304032,,AZ,,
,,,,,16.5,32.494044,-111.574896,,AZ,,
,,,,,16.6,32.494044,-111.564704,,AZ,,
,,,,,16.7,32.494008,-111.54432,,AZ,,
,,,,,16.7,32.490984000000005,-111.41020400000001,,AZ,,
,,,,,16.6,32.490947999999996,-111.410168,,AZ,,
,,,,,15.1,32.104116,-110.564704,,AZ,,
,,,,,15.1,32.104152,-110.564524,,AZ,,
,,,,,14.4,32.100156,-110.553576,,AZ,,
,,,,,14.9,32.100264,-110.553576,,AZ,,
,,,,,16.4,32.132135999999996,-109.524224,,AZ,,
,,,,,16.4,32.151296,-109.51158400000001,,AZ,,
,,,,,17.0,36.585304,-113.384272,,AZ,,
,,,,,16.8,36.585772,-113.384524,,AZ,,
,,,,,17.8,32.085496,-110.591356,,AZ,,
,,,,,16.7,32.094788,-110.59099599999999,,AZ,,
,,,,,17.2,32.101524,-110.59099599999999,,AZ,,
,,,,,15.9,35.1124,-111.432856,,AZ,,
,,,,,15.5,35.11258,-111.43271200000001,,AZ,,
,,,,,16.9,35.10516,-111.4142,,AZ,,
,,,,,16.4,35.105447999999996,-111.41391200000001,,AZ,,
,,,,,17.4,32.493972,-111.523972,,AZ,,
,,,,,17.0,32.493972,-111.51378000000001,,AZ,,
,,,,,16.9,32.493972,-111.49336000000001,,AZ,,
,,,,,16.9,33.233505,-111.580418,,AZ,,
,,,,,16.2,33.130912,-111.551452,,AZ,,
,,,,,16.4,33.112472,-111.53538799999998,,AZ,,
,,,,,16.9,33.025568,-111.472148,,AZ,,
,,,,,16.9,33.000972,-111.45115200000001,,AZ,,
,,,,,17.2,32.5803,-111.43296399999998,,AZ,,
,,,,,16.8,32.561752,-111.42050400000001,,AZ,,
,,,,,16.4,32.533912,-111.411428,,AZ,,
,,,,,16.7,32.524692,-111.411428,,AZ,,
,,,,,16.6,32.515436,-111.4115,,AZ,,
,,,,,16.5,32.51018,-111.41153600000001,,AZ,,
,,,,,17.0,32.103612,-110.563948,,AZ,,
,,,,,18.0,32.103684,-110.56409199999999,,AZ,,
,,,,,16.2,32.161776,-109.15,,AZ,,
,,,,,15.5,32.154736,-109.134075,,AZ,,
,,,,,15.5,32.154847,-109.134075,,AZ,,
,,,,,16.5,32.15252,-109.11412800000001,,AZ,,
,,,,,16.3,34.082364,-112.085532,,AZ,,
,,,,,16.1,34.081176,-112.08481200000001,,AZ,,
,,,,,17.8,35.134403999999996,-112.35096000000001,,AZ,,
,,,,,15.5,35.131236,-112.163432,,AZ,,
,,,,,15.7,35.131524,-112.163576,,AZ,,
,,,,,15.5,35.102121999999994,-111.3854,,AZ,,
,,,,,15.7,35.102388,-111.385424,,AZ,,
,,,,,17.2,35.120792,-111.363096,,AZ,,
,,,,,15.0,35.103864,-111.394104,,AZ,,
,,,,,18.4,32.402676,-114.29333600000001,,AZ,,
,,,,,15.7,32.400228000000006,-114.23528,,AZ,,
,,,,,15.9,32.400335999999996,-114.23520800000001,,AZ,,
,,,,,16.5,32.405232,-114.01195600000001,,AZ,,
,,,,,16.7,32.413552,-113.571152,,AZ,,
,,,,,16.1,32.493972,-111.462748,,AZ,,
,,,,,16.5,32.493972,-111.45266399999998,,AZ,,
,,,,,17.1,32.494116,-111.44243600000001,,AZ,,
,,,,,14.9,32.500528,-111.432244,,AZ,,
,,,,,16.0,32.500636,-111.432244,,AZ,,
,,,,,19.1,33.394068,-114.003924,,AZ,,
,,,,,17.2,33.392088,-113.575616,,AZ,,
,,,,,16.1,33.37498,-113.46019199999999,,AZ,,
,,,,,17.6,33.333816,-113.180144,,AZ,,
,,,,,16.2,33.321428000000004,-113.092052,,AZ,,
,,,,,19.8,33.24378,-111.584152,,AZ,,
,,,,,19.9,33.243132,-111.58224399999999,,AZ,,
,,,,,16.4,33.075592,-111.51126000000001,,AZ,,
,,,,,16.3,33.0703,-111.503192,,AZ,,
,,,,,16.3,33.053696,-111.49256799999999,,AZ,,
,,,,,16.6,33.042712,-111.48316799999999,,AZ,,
,,,,,16.5,32.094823999999996,-110.551272,,AZ,,
,,,,,16.3,32.09486,-110.551056,,AZ,,
,,,,,15.1,32.094356,-110.550444,,AZ,,
,,,,,15.5,32.0945,-110.550444,,AZ,,
,,,,,14.6,32.085656,-110.53473100000001,,AZ,,
,,,,,15.3,32.085675,-110.534585,,AZ,,
